 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  1  1  0
 0  1  4  0
 0  2  2  0
 0  4  8  3
 0  4  5  1
 0  3  8  3
 0  4  7  2
 0  4  9  2
 0  3  5  1
 0  2 11  1
 0  1 12  1
 0  2 11  3
 0  1  5  2
 0  1 12  4
 0  2 12  3
 0  2  7  4
 0  1  7  4
 0  3  8  2
 0  3  9  4
 0  3  5  3
 0  4 10  1
 0  1  7  2
 0  4 12  3
 0  4 12  4
 0  3  6  1
 0  3  7  2
 0  2  6  3
10  5  7  6
 7  6  7 10
 9 10  7 12
 8  9  9  8
 9  6  6 12
12  5  9  5
10  5  8  8
 6  9 10 12
 6  8 10  7
10  8  5  6
 6 12 11 11
 8 12  9 10
 6 10  7 10
 8  7  9  9
 6  5 10 10
 7 10  6 11
 5  8  7  8
 7 11  6  6
 7  5  8  5
12 10  9  5
 9  9 12 11
10  9  8  7
 7 12 12 11
10 12  7  8
 8 11  5  8
 6 11 11  7
 7  5  5 11
 7 11  6 11
 5 11 10 12
 9  5  6 11
12  6  8  9
 6 11  8  8
11 10 12  9
 9 11  9  5
12  8  6  9
 9  6 10 11
