 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  2  4  0
 0  1  1  0
 0  2  1  0
 0  3 11  1
 0  1  6  2
 0  4  5  4
 0  4  9  3
 0  3  9  2
 0  3 12  1
 0  2  7  3
 0  4 11  4
 0  1  8  2
 0  2  9  2
 0  1 12  1
 0  4  6  3
 0  4  5  3
 0  2  7  1
 0  3  6  3
 0  1 10  4
 0  3  6  4
 0  1  8  4
 0  2 10  2
 0  4 12  1
 0  4 12  3
 0  2 12  2
 0  3 12  2
 0  1  6  4
 5  7 11 10
10  7  5 11
 6  5  9  6
 9  8 12  6
 7  5  6 10
 5  6  9  6
 5 12 11 10
 8 12  7  8
 7  8 11  6
11  9 10 12
 7  9  9  7
 8  6  7 12
 9 12  5  8
 8  7  9  5
 5 11 12  6
 9 10  9  9
10  5  8  6
11 11  5 12
12  8  8 12
11 10 12  7
10  9  7  8
 7  6  7  7
 9 10  5  6
11 10 10 11
12 11  8  8
10  8  5  5
 9 11  8  9
 5  9  6 10
 5  8 10  9
 9 12 10  8
 7  7  8  6
12  7  9  7
11  6  5  6
 5 10  7  8
10  6 11 11
11  8  7 11
