 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  3  0
 0  2  1  0
 0  4  1  0
 0  2  4  0
 0  3  8  1
 0  3 11  2
 0  3  9  2
 0  3  8  4
 0  4  6  3
 0  4 11  3
 0  1  6  4
 0  2  8  4
 0  4  7  3
 0  3 11  1
 0  2  7  3
 0  2  9  1
 0  4  9  2
 0  1  6  2
 0  1 10  1
 0  1  7  4
 0  3  8  2
 0  1 10  4
 0  1  9  4
 0  1  7  3
 0  3  5  3
 0  2  6  1
 0  2 12  2
 0  4  8  2
 7  9  6  5
 5 10  8  5
 9  5 11  6
11 10 10  7
 6 10  9 11
 8  5 11 12
 7 11  7  5
 7  6  5  6
11 10  5  5
 7 12  7  6
 8  5  9  9
12  5  8 12
12  9  8 12
 8  6 12 12
 9  6  7 11
 9  6  9 12
11  7 11 10
11  8  8 10
 5  6 11 12
 9  8 12 10
 8  8 12  6
 6  5 11 10
12  7 11  5
10 12  7  8
 7  6  7 10
 9 11  8  6
 9 12  6  5
10 12 11  9
 9  5  7  6
 7  9 10 10
 5 10 10  8
11  8  8  6
 8 10  7 10
 7 12  5  6
11  5  9  9
12  7 12  9
