 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  3  2  0
 0  4  4  0
 0  2  4  0
 0  4  9  2
 0  3  5  2
 0  4  6  4
 0  3 10  4
 0  1  9  4
 0  2  5  2
 0  4 10  3
 0  3  9  2
 0  4 10  1
 0  4  5  2
 0  1 11  1
 0  1 12  4
 0  1  5  3
 0  2 12  1
 0  1  6  3
 0  1 12  1
 0  4  5  1
 0  3  7  3
 0  3  6  2
 0  3  7  4
 0  2  7  3
 0  1 10  1
 0  2 11  3
 0  2 12  3
 6  6  8 12
 7  7  9 10
 8  6  9 11
 5 11 12 12
 5 12  5  9
 9 12 10  8
 6  8  8  8
 5  5  9 12
 7 11  8  9
12  7  9  6
 6 11  7  7
10 12  5 11
 7 10  6  6
 5  6 11 12
 7 11  6  7
 8 10  5  6
 6 10 12  8
 7  5  6 10
 9  8 12  5
 9  7  6 11
11 12  9 11
10  5  7  8
 8  7  8  8
 9  8  8  6
12  6 10 11
 5  9  9 12
11  8 10 12
11 11 10 11
 9  6  5  9
 9 10 11  8
10  8  5  9
 8 12  6  7
 9 10 11  7
11  8  7  5
 8  7  9 10
 6 10  7  7
