 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  3  0
 0  2  2  0
 0  2  3  0
 0  3  4  0
 0  4  7  3
 0  3  8  1
 0  1  9  3
 0  4 10  3
 0  1 10  4
 0  3  9  4
 0  4 10  2
 0  3 12  4
 0  4  5  4
 0  2  8  4
 0  1  5  1
 0  3 12  1
 0  4  8  2
 0  3 12  2
 0  1 12  3
 0  1  7  1
 0  4  9  4
 0  2  8  2
 0  1 12  1
 0  2  5  3
 0  3  9  1
 0  1  7  2
 0  2  6  1
 0  2  6  2
12 12 11  8
10 12  5 10
 7  7  8 12
 7  9  5  8
 7  8  9  6
 9  5  7  9
11 11 10  5
 8 12  6 12
 5 11 12  5
 5  6 11 10
 8  9  9 11
 5 10  7  8
 5 10 11 10
 6  7  6 11
10  9  7 12
11  5  7 11
10 12 11 10
 6  5  9  9
 9 10  6  7
 9 10  8 10
 6  7 11 12
 8  8  9  9
 9  7  6  8
11  9 11  7
 8  5 10  6
12 10  6  7
 9  7  6  7
 6 11 10  8
 6  8  5  5
 8 12  8  5
11 12  6  6
 9  6  7 12
 7  5  9  6
11 10  8  7
 6 11  8 11
11  6 12  5
