 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  1  4  0
 0  4  2  0
 0  4  1  0
 0  1  7  4
 0  2 12  1
 0  4  5  4
 0  2  6  1
 0  4 12  3
 0  3  9  2
 0  3 10  1
 0  3 10  3
 0  3  6  2
 0  3 12  1
 0  4  9  2
 0  1 11  4
 0  3  7  1
 0  2  9  4
 0  1  6  2
 0  2 11  2
 0  2  7  2
 0  2  5  3
 0  1 11  3
 0  2  9  3
 0  4 12  1
 0  4  7  4
 0  3  8  3
 0  1 10  4
 6  6 10  7
10  7  5  6
 9  5  8 10
12 11  7  8
 8  6  5 11
 9 10 12  8
 5  5 10  6
 7 12  8  9
 8  9  5  7
12 11  9  8
 6 12 11 11
11  5 12  6
11 11  8  6
 7  8  8 12
12  9  6  5
11  8 10 10
 9  6  6  8
 5 11  7  7
 9 10 10  9
11  7  7  8
 5  6 12  7
10 11  6 10
 7  7 10  8
 8 10 11 11
10  9  7  7
 9 10  9  9
 7  8  5  5
10  8  7 10
 6  8  6 12
11  8 11  5
12  9  9  5
 8  5  7  9
 6  9  6 11
 5  6 12  5
 9 12 12  6
12  8 12  5
