 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  4  4  0
 0  3  4  0
 0  4  2  0
 0  2  5  2
 0  2  7  4
 0  4  7  2
 0  4  8  1
 0  1 11  3
 0  2  6  1
 0  3  9  4
 0  4  7  3
 0  1 11  2
 0  1 10  4
 0  2  8  4
 0  1  6  3
 0  3  8  3
 0  2  8  2
 0  1  8  2
 0  3  8  1
 0  4 12  2
 0  3 12  1
 0  3 10  3
 0  3  7  1
 0  4  6  3
 0  1  6  1
 0  1  6  4
 0  2 12  3
10 11 10  5
11  8 11  9
 8  9 12  9
 6  5 12  9
 8  5 12  5
11 11  8 10
10  5 12  6
 5  9  9 10
10  7 11  8
 7 11 10  9
 9  6 12 11
12  9  7 12
12  7 11  6
10  8  5  5
12  8  7  5
11  6  5 10
 8 12  7 10
 8 10 10 12
12  9 12  8
 5  9 12  6
 6  9 10 11
 8  7  7 11
12  6  9  9
 7  8  7  6
 5 12  7  6
11  9  8 10
 9 10  8  9
 7 10  8  9
 7  6 11  7
 5  7  8  7
 6 11 11  7
 5  6  5  5
 9  6  6  9
12  6  5 11
 7 10  5 11
10  5  9  6
