 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  3  4  0
 0  1  2  0
 0  1  1  0
 0  3  9  4
 0  1  6  3
 0  3 11  2
 0  3  8  3
 0  3 12  3
 0  1  7  2
 0  4 10  4
 0  2  9  4
 0  2  7  1
 0  4  6  3
 0  3  5  1
 0  1  9  3
 0  2 12  3
 0  4 10  1
 0  1 10  3
 0  2  9  2
 0  4  6  4
 0  2 10  2
 0  4 12  1
 0  3  8  2
 0  2  8  4
 0  2 12  4
 0  4  7  2
 0  1 10  1
 9 11  7  9
 5 12  7  5
 8  6  8 10
 7  5  8  6
12  7  9  9
 7  5  8  7
11 11  9  5
 8  9  5  6
12 10 11 10
12 10 12  9
 7  8  7 10
11  9 12  5
 6  8 10  6
 6  5  7 11
 9  9 10  7
 8  9 12  8
11  8  9 11
 7  5  7 12
 6 10 11  6
 6 10  6  5
 8  6  5  5
 8 11 11  6
 7 12  9  8
11  6  9 12
 5  6 11  8
 9  5  6 12
 8 10  6  9
 7 10  5 10
 9 10 11  7
 5 11  7  6
10  7  8  5
 9 10 12  5
 8  5  8 11
11  6 12  7
11  7 11  6
12 12  8 12
