 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  3  0
 0  4  2  0
 0  4  1  0
 0  4  8  2
 0  2  7  1
 0  3 10  4
 0  4  9  2
 0  1  6  4
 0  3  6  4
 0  2 10  2
 0  1  9  1
 0  1  7  1
 0  3 11  1
 0  3 11  3
 0  4  9  4
 0  1  9  4
 0  2  8  2
 0  2  8  1
 0  1  6  2
 0  3  5  3
 0  2  7  3
 0  2  8  3
 0  1  7  4
 0  1  9  2
 0  3  5  4
 0  4 10  3
 0  4  8  1
 8  8  9  9
 6  5 11  9
 7  5  8 10
12 10  6 10
12 11  7  6
 7 10 11 11
 7  8 12  7
 6  7 10 12
 8  9  7  7
11  9  5 10
12  6  7  9
11 10  8  9
11 12  8 10
 7  9  9  5
10  8 12  9
 6  5 11  8
 9  6  6  9
 7  9 10  6
 5  5  6 11
 8 12 10  5
11 11 12 12
 7  7 12  5
 5 12 12  8
10  6  8  6
12 10 12 11
 6  5 11 10
 5 11 11 11
 6  8  7 10
 8  5  6  6
 7  7  7  8
 7  6  5 11
10  9  5  8
 5 12  8  5
 6 11  5 12
12 10  9  9
12  6  9 12
