 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  4  3  0
 0  1  4  0
 0  3  4  0
 0  4  8  3
 0  2  6  2
 0  2  5  2
 0  1 11  4
 0  2  5  1
 0  3 10  3
 0  1  6  1
 0  4  8  2
 0  1  5  1
 0  2 11  2
 0  2  9  4
 0  3  5  1
 0  3  8  2
 0  1  8  4
 0  1 10  3
 0  3  7  4
 0  3  7  1
 0  2  8  3
 0  1 11  3
 0  3  9  1
 0  4  6  2
 0  2 10  4
 0  4  9  1
 0  4 12  3
10  8 12  5
11  6 10  9
 5 11  5  6
 8  6  5 11
 6  9 12 12
 8 11  6 10
11  7  7 11
12  9 11  5
11 10  5  8
 8 12 12 11
 5 10  6 12
 7  6  6 10
12  9  6  8
 7  7  7 12
 5  9  7  8
 5  9 10 10
 6 12  8  9
 5  9  8 11
 6 10 11  7
 7 12 12  5
 9  6  7 11
 7  5 10  9
10 10 11 12
12  9  8 10
 6 12  5  7
11 11  7  9
 7  9  7  7
 9  6 11  9
 6 10 12  8
 8 12  7  6
10  6  8  6
 7  5 10  7
 5  8  6  9
10  9  9 12
12  7  5  9
 8  8 11  8
