 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  1  1  0
 0  4  2  0
 0  2  4  0
 0  2  9  4
 0  1  6  1
 0  4  7  4
 0  4 11  2
 0  3 12  2
 0  3 11  4
 0  4  8  2
 0  4  7  3
 0  2  9  3
 0  2  5  4
 0  1 11  3
 0  3  6  4
 0  1 12  3
 0  4  5  1
 0  3  7  3
 0  2  8  2
 0  3  7  1
 0  4  8  1
 0  3 10  1
 0  1  9  3
 0  3  7  4
 0  1 12  2
 0  1  6  2
 0  2 12  3
 8  8  6  9
 5 11  7  9
12  5  8 10
12  8  8 10
 8 10 12 10
 6  9 11  6
 5 10 10  8
11  9  6 10
 6 11 10  8
11 12  5  5
12  7 12 10
 7  7  6  5
 7  7 12  6
 6  5  5 12
 6  8  8 10
10 10 11 11
11  5  6  7
12  7  6  8
 8 10  9  7
11 10 11  9
12  9  6  5
 7  8  9  9
 6  6 11  5
 5 12  7  8
 9 12  7  7
 8  6 11  7
10  9  5 10
 8 10  6 12
11  5 12  9
12  6 11  9
10  9  7  6
12  5  8  7
 6 11 10  7
 9  8  5  9
 8  9 11  5
 5  9  9 11
