 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  1  0
 0  4  1  0
 0  3  2  0
 0  1  2  0
 0  2 11  4
 0  3  5  2
 0  2  8  4
 0  4 12  1
 0  4 10  4
 0  1  5  1
 0  2 10  1
 0  2  7  3
 0  4  8  3
 0  4  9  1
 0  2  8  3
 0  1  8  4
 0  4  9  2
 0  3 11  2
 0  3  7  2
 0  3  6  3
 0  2 10  2
 0  1  6  3
 0  3  5  4
 0  4 10  3
 0  2  5  4
 0  1 11  3
 0  1 10  4
 0  3  7  1
 5  8  6  9
11 10 12  7
10  6  6  6
 7  7  6  8
 8  5  5  5
 7  7  8 10
11  5 11  9
 7  9 12  9
 6 11  7 12
11  8 11 10
 6  6 12  9
11  7  7  7
12  5  7 11
 9  8  7  8
 5  7  6  5
 6  9  9 10
 7 10  9 11
 5  8 11 12
 6 10  5  8
 6  9  5  9
 7  8  9  5
11 10 11  6
 9  6  7 10
10  8  8  6
 8  9 12 12
12  9  6  8
12 11  6  9
 9 12  6  7
11  8 10  8
12  9  7  6
 5  6 12  7
11 10  5 10
12 12 12 10
 9 11  8 11
12  9 12 10
12  8  5  5
