 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  4  3  0
 0  3  1  0
 0  2  2  0
 0  1  7  4
 0  3  9  2
 0  4  6  4
 0  1  8  4
 0  4 12  1
 0  3  7  1
 0  1 12  2
 0  3 11  2
 0  1  6  1
 0  2  7  3
 0  4  9  1
 0  3  8  3
 0  2  6  1
 0  4  6  3
 0  1  5  2
 0  2  5  4
 0  4  9  4
 0  2  8  4
 0  3 10  1
 0  2  5  2
 0  1  5  4
 0  1 10  3
 0  4 10  2
 0  3 11  3
 8 12 11  9
10 12  7  8
 5 11  5  8
 7  6  8  5
 9  8 10 11
 6  8  7  9
 7  5 12 10
 8 12  7 11
 8 11 12 12
 9  6  6  6
 6 11  9 12
 9  9  8  7
 5  5  5 12
12  7 10  7
12  8  9 10
 6  9  8  5
11 12 10  8
10 12  7 10
 7 11 11  8
 5 11  7  6
 9 10 12 12
 9  8  9  9
 7  5  7 11
11  8 11  6
10 10  9 12
 7  7  5  9
10  9  6  8
 7  7  9  6
10  6  9  6
12  9  6  7
 5 12  6  5
 5  8 11 11
11  6 10 12
 5  7  5 11
11 10 10  8
 6 10  8  6
