 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  2  4  0
 0  1  3  0
 0  1  4  0
 0  3  8  4
 0  2  7  3
 0  3 12  4
 0  4  7  1
 0  1 12  1
 0  4  6  2
 0  3 10  2
 0  3  5  2
 0  1 11  3
 0  2 11  1
 0  3  8  2
 0  2  5  2
 0  4 11  3
 0  4  9  1
 0  4 12  3
 0  1  7  3
 0  2  9  1
 0  2 10  1
 0  2 11  3
 0  3  7  2
 0  1  6  4
 0  3  7  4
 0  4  9  2
 0  1 10  4
 8  8  9  5
 5 11 11 12
 6  5  6 10
10  9  5  5
 6  7  9  8
 8  9 11  8
 7  9  9  6
 5  6  6  5
10  9 12  9
12  5  8  9
 6 10  7  6
 6  5  6 11
10  9  8  5
 8 11  6  9
 9 11 10  5
 8  9  7 12
12  6  8 12
 6  8 10 11
 6 11 10  7
 5  9 12  8
 7  6 10  6
12 12 11  6
11 10 12  9
 6  8  6 10
 7  8  5  7
10  5  8 11
10  8  7  9
11 12  7  8
11  7  5 10
11 11  7  5
10  6  8 12
 8  7  5 11
 8  9 12  7
 7 12 12  9
10 12 10  7
 5 12  7  9
