 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  1  0
 0  3  2  0
 0  2  4  0
 0  4  3  0
 0  4 11  4
 0  3 10  3
 0  1  6  2
 0  1  6  4
 0  4 10  3
 0  2  8  2
 0  2  8  3
 0  2  5  2
 0  3 10  4
 0  1  9  3
 0  1  8  2
 0  2  8  1
 0  3  7  1
 0  4  8  1
 0  4  9  4
 0  3  7  3
 0  2  5  1
 0  3  9  2
 0  1 10  2
 0  4 12  1
 0  1  7  4
 0  1  6  3
 0  4  6  1
 0  2  9  4
 7  5  5  6
 9  8  9 11
 6 12 10  6
11  9 10  7
 9  8  7  5
 7 11  8  7
 7  7 10 11
 5  9  7  7
12 10  8 10
 5 10  5  9
10  6 12  5
10  7 12  5
10 11 11 11
12 10  5 10
 7 11 12 11
 6  7  5  6
 8 11  6  8
 8  6  9  9
 7 11  8  9
10 11 12  5
12 12  9  8
 6 10  9  7
10 11 11 12
 5  9  9 11
11  5  6  9
12  5  8  8
 6  6  6 11
 9  8  8  6
 6 12  6  5
 8  7 12 12
11  9 10  8
 5  8  7  6
 7 12 10 12
 8  9  7 12
12  5 11 12
 9  5  6  7
