 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  3  3  0
 0  4  2  0
 0  4  3  0
 0  1  8  4
 0  2  5  1
 0  4 12  4
 0  2  6  2
 0  3 11  3
 0  1  5  2
 0  1  9  2
 0  2 12  2
 0  1 11  3
 0  4  9  1
 0  3 11  4
 0  3  7  4
 0  4  5  3
 0  3 10  4
 0  3  9  3
 0  3  9  1
 0  1 11  4
 0  1 11  2
 0  2 10  4
 0  4  6  3
 0  2  9  1
 0  2 11  1
 0  2  8  2
 0  1  8  1
 6  8  6  7
 8 10 12  6
 8 10 10  5
10  8 12  8
12  6  9 10
 9 11 10  7
 8  5  5 11
 9  6 12  9
12 11 10  8
 8  9 12 10
12  6 12  5
 7  7  5  5
 7  5  7  9
 9  6  8  8
 5  7  7 11
 8  6 12  6
10  7  9  9
12 12  7  9
 5  6  7  5
 5  6 10 12
 6 12  5  7
11  9 12  6
 9  8  7 12
12  9 11  7
 7  5  6  6
10  7  8  6
 7 11  5 11
 6  7  8 11
10 10 11  7
 8  8 10  5
11  8  8  9
 5  5  6  6
12  7 11  8
10  9  6 11
12 10 10  7
11  9  9 10
