 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  1  4  0
 0  2  1  0
 0  3  4  0
 0  1 10  2
 0  2 11  1
 0  1  7  3
 0  4  8  3
 0  4  5  2
 0  4  7  2
 0  2  8  3
 0  4 10  1
 0  2  8  2
 0  2  5  4
 0  4  9  2
 0  3  5  2
 0  3  5  3
 0  1 12  1
 0  4  9  1
 0  4  8  4
 0  1  8  1
 0  3  6  1
 0  1  5  4
 0  3 11  2
 0  2  6  3
 0  3  9  4
 0  3 12  3
 0  2  7  4
 9 11 11  5
11  5  6  8
 7  6  9 10
 6  9  5  5
11  8  9 12
 8 11  7 12
 6  7  5  8
11  9  6  7
10 11 11  5
 8 12  9  7
10  9  8  7
12  8  7  9
 7  5  9  7
 6  6 11  9
10  5 10 10
 8  8 12  8
12  6 10 12
 9  6 10  6
11  5  8 10
 9 12  9  6
11  6  6 11
 7  7  6  8
 5  7  6  6
 5  7  7  9
10 12 12 12
 5 12 11  6
 9  8 11  7
10 10 10  8
10  5  5 12
10  8  5  9
 8 12  7 11
 7  9  7  6
 9 12  6 12
 7 10  8 12
 6 10 10 11
11 12 11  9
