 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  2  2  0
 0  2  1  0
 0  3  4  0
 0  4 10  4
 0  2  6  1
 0  3  9  4
 0  1  7  1
 0  2  7  2
 0  4  9  4
 0  4  5  2
 0  4  6  4
 0  4 10  3
 0  2 12  2
 0  1  8  1
 0  2  5  4
 0  1 12  4
 0  3  9  1
 0  2 11  3
 0  1  6  1
 0  1  9  2
 0  1 10  3
 0  3  6  2
 0  1  7  3
 0  4 11  3
 0  3  5  1
 0  3 12  3
 0  3 11  3
11 10 11  9
 5  7  5  6
 9  8  9 10
 8 10  5  7
 7  5  5  5
12 10  7 10
11  8  8  6
 9  9 12 10
 6  6 11  6
 8  7  9 11
 5  6  8  8
12  7  9  5
 8  8 12 10
 5  7 10  9
 7  7 12  9
 9 12 12  7
 7 10  8  8
10 10  7 10
12  6  5 11
 9  5 12  6
12 11  9  6
 8 11  5  8
 7  9 12  7
12  6 11  9
 5  8  5  9
12  6 11  6
 9 11  8 10
 8  6  6 12
11  6  8 10
 9 10  8  7
11 12  7  7
11  7  8  8
11 10  6  6
12  6  7 11
 8  5  9 11
 5  5 12 10
