 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  1  2  0
 0  4  2  0
 0  2  4  0
 0  3  9  4
 0  4  8  3
 0  3 12  3
 0  3  8  1
 0  4  8  2
 0  2  7  4
 0  2  9  4
 0  2 11  3
 0  4  5  2
 0  4 11  1
 0  4  8  1
 0  1  9  1
 0  1  9  2
 0  3 12  4
 0  2 10  1
 0  3 10  3
 0  3  6  4
 0  1  7  1
 0  2  8  4
 0  4  7  1
 0  1  5  3
 0  1 10  2
 0  1 11  2
 0  3  6  3
 5  6  5  5
 7 12  7  7
11  7 10 11
12  6 11 12
 6  5  9  8
 7 11  6 11
 7  9  7 10
10  8  6 12
 6  6  5 10
 8  6  9  8
10 12  5  6
 8  6  5  5
 5  6 11  8
11  8  5 11
 9 10  6  7
12 11 11  7
11  5  7  6
 8 12  9 11
 9 11  9  9
10  8  6  6
 5  9  5  7
 5 10  7 12
 9  5 12 12
 8 12 10  9
 9 12 12  8
 6 12 12  8
 5 12  9  6
12 11  7 11
 8  8  8  9
 5 10  8 10
 6  7  9 12
 7 10  9 10
 7  7 10  6
 9  9 10 11
10  8 11  5
 7  6  7 10
