 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  4  4  0
 0  2  2  0
 0  1  2  0
 0  2  6  4
 0  4 11  4
 0  3  7  3
 0  4  7  2
 0  4  7  3
 0  1 11  1
 0  3  8  3
 0  1  6  1
 0  3  8  1
 0  4  8  1
 0  4  5  3
 0  3  9  3
 0  4  6  4
 0  1 12  4
 0  2  5  4
 0  3  7  2
 0  2  5  3
 0  1  9  1
 0  1  6  2
 0  3  8  4
 0  2  9  1
 0  1  9  2
 0  2 12  2
 0  3 10  1
 5  7  6  5
 7  7  7 11
 7  9  8  8
 9  8  8  8
 7 11  8  7
 5 11  6  7
 8 10 11  9
10  9  5 10
10 12 11  7
10  8  5 12
 5 11  5 12
 6  6 10  6
12  7  6 10
11  6 12 12
 7 11  9 10
 9  5  6 11
 5 12  8  6
11 12 10  9
 6 12  7 11
 6 12  6 11
10  8  5 10
12  8 12 12
 6  8  9  8
11 10  5  7
 7  6  7 11
 9 11 12  5
 9  6  5 10
 8 10 10  9
 5 11  7 12
 5  5  8  9
 8 10 12  9
12  9 11  7
12  9  6  9
 8  5 10  9
11 10  6  6
10  7  9  8
