 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  2  3  0
 0  3  4  0
 0  3  1  0
 0  4  5  4
 0  3 12  4
 0  4  6  3
 0  2  6  2
 0  3 10  1
 0  1 11  1
 0  3 11  3
 0  3 10  4
 0  4  7  4
 0  4 10  1
 0  1  7  2
 0  1  7  3
 0  2  5  1
 0  4  9  3
 0  2 12  4
 0  2 11  1
 0  1 12  2
 0  1  9  3
 0  4  7  2
 0  4 11  4
 0  2 12  2
 0  1  6  2
 0  1  8  1
 0  3  8  3
 6  9 11  8
 9 11 12  5
 8 11  6  9
 9 10 12  7
12  5  8 10
 9 10  7  9
 6  7 12 10
 7 10  6  8
 5  7 11  6
 7  6  9  7
11  6  8  8
 8 12  9 12
 5  6  8  6
10  8  7 11
11  8 10  6
10 12  5 12
 5  6  9  8
 7  8 12 11
 9  9 11 12
 5  8 12  7
 8  6  6 10
 5  7  9  9
11  5  5 10
 9 12  9  5
 5  5 11  7
 6  8  5  6
11  7  7  7
11 12 10 11
 8 10  6 10
 6 10  9  7
11  7  5  7
 9  9  6 11
12  8  5 10
12 10  9  5
 9 10  5  8
12  6  8  8
