 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  4  3  0
 0  2  1  0
 0  1  4  0
 0  1 10  1
 0  2  9  4
 0  4  8  2
 0  4  5  3
 0  2  7  1
 0  1  8  4
 0  1  5  4
 0  3  7  1
 0  3  5  2
 0  3  6  2
 0  1 11  3
 0  4  8  1
 0  2 12  2
 0  3 10  1
 0  2 12  4
 0  2  6  2
 0  4  6  1
 0  3 10  3
 0  1  6  2
 0  2  8  3
 0  3  8  4
 0  3  7  2
 0  4 11  4
 0  4 11  3
 9  7  5 12
11  5 11  7
 5 11  7  5
 5  6  9 11
 5 12 12  5
 9  9  9  8
12  6  9  8
10  5  8  8
 9  8  5 11
 8  9  9 10
10 10  7  7
12  8  6 10
10  7  8  7
 7 10  6  6
11  6  7  5
12  5  7 10
 6 10  9  7
 9 11 11  8
 6 10 12  6
 6  7 12  8
 6  9 12  6
 7  6  5  9
11 10 12  8
 5  8 10  6
 8  5  9  9
12  6  9 11
 8 12 10 10
 9  8 10 12
12 11 11 11
 9  6  6 11
 5  9  8  9
 5 11 12  5
 9  7  7 11
12  7  7 12
 7 12  8 10
 7 11 10  6
