 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  4  2  0
 0  1  4  0
 0  3  3  0
 0  1  5  1
 0  3  9  3
 0  2 10  2
 0  2  9  3
 0  4  8  3
 0  4  8  1
 0  3  7  2
 0  2  6  2
 0  1  7  1
 0  1  5  4
 0  1  6  4
 0  2 12  1
 0  4  9  2
 0  4 10  3
 0  1  6  1
 0  2  8  3
 0  1 11  3
 0  3  7  1
 0  4 10  1
 0  4  6  4
 0  2  5  4
 0  3 11  2
 0  3  9  4
 0  2  6  4
11  6  9  5
 9  9  5  8
 8  6 10 11
 9  6  7  7
 9 10 12  5
 8 12  9 10
12  5 11 11
 9  8 10  6
11  8 11 11
 7  8 12  5
 5  7 11 10
 8 11  7  7
 5  9 10  6
 7 10  7 12
11  8  7  6
12 10 12  9
 6 12  8 12
 7  9 10 12
11 11 11 12
12  6  9  7
 9 10 10  6
 6  5  8  5
10 12  7  5
 8  8  6  9
12 12  5 12
10 11  6  8
 6  5 11 10
10 12  7  6
 7 12  9  8
 7 11  5 10
 9  7  8  8
 5 11  6  6
 9  7  6  9
 9 10  8 11
 7  5  8  8
 5  5  7 12
