 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  3  4  0
 0  4  4  0
 0  2  1  0
 0  3  9  3
 0  3  6  1
 0  3  9  2
 0  1  5  2
 0  4  9  4
 0  3  8  1
 0  3  9  4
 0  3 12  3
 0  2 11  3
 0  4  5  2
 0  1  5  4
 0  2  5  2
 0  1 10  3
 0  4  7  3
 0  4  7  1
 0  4  9  2
 0  2  8  3
 0  4 10  2
 0  1  7  4
 0  1  7  1
 0  2 11  1
 0  1  9  4
 0  1  8  3
 0  2 10  1
 6  9 11  6
 5  6  5  8
 5 12  7  7
10  7 12  6
10  7  8  7
11  5  6  6
 8  6 10  5
 9 12  5 12
11  5  9  6
11  9 10 12
10 10  6  8
 9  7 10  7
12 11 11 12
 8  9  5 10
12 10  6  5
12  8  9  9
 5  6  8 11
 6  9 10 12
 8  5  8  7
 5 11  7  8
 5  8 10  7
 8  6 12 11
12  7 10 11
 8 12 10  7
 6 11  9  8
 7  8  6  6
10 11  6 12
 6  8  5 11
 7 11 12  9
 9  7  9  6
 8 12 12 10
 6 12 10  8
10 11  8 11
 9  7  7 11
12  6  5  9
 7  9  5 11
