 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  4  3  0
 0  4  1  0
 0  1  3  0
 0  1 11  3
 0  4 12  2
 0  4 10  3
 0  3  7  4
 0  4 11  2
 0  3 10  4
 0  1  7  2
 0  2  8  3
 0  1  7  1
 0  2 12  1
 0  3  7  1
 0  3  6  4
 0  4  5  1
 0  2  9  2
 0  2  8  1
 0  1 12  2
 0  4  6  1
 0  1  7  4
 0  1 12  3
 0  3  5  4
 0  3 12  3
 0  2 10  2
 0  3  5  2
 0  2  6  4
 6  5 10 11
 7  9 12  5
10 10  8  9
 7  5  7 12
12  5 10  6
 5 10  9  9
 8 12  7  7
 5  6  8 11
 8  8  6 11
 7  9  6  6
 9  9 10 11
 8  7  8 10
11  9  9  6
 6  9  8  9
 6 12 11  5
 6 12  7  7
 5  7  6  6
10 11 11 12
 8 11 10 12
 8  9  8  8
 8  5 10  9
 5 10  9 11
 8  6  9  6
10 11  5 11
11 12  5  9
10  7  8 10
 6 11  8  5
 5 11  6  9
10  6 11  7
 7 12  8 10
11 12 11  5
 8 12 10  6
 9  8  7  7
 7  6  9  5
 9  5  7  8
 9 12 12 12
