 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  4  2  0
 0  1  2  0
 0  3  1  0
 0  1  8  2
 0  3  7  1
 0  4 10  2
 0  1  9  4
 0  1 12  1
 0  3  9  3
 0  3  7  3
 0  4  7  2
 0  2  9  4
 0  1 10  3
 0  3 10  1
 0  3  6  4
 0  4  5  4
 0  4  6  1
 0  3  8  3
 0  2 10  2
 0  2 12  4
 0  1  8  1
 0  1  7  3
 0  2 12  1
 0  2 11  3
 0  4  9  4
 0  4  6  2
 0  2  7  4
 6 12  5 12
11  7  9  5
10  6  9 12
 6  8  7 10
11 12  7  8
10  7  9 11
 5  5  6  7
 5 11 10  8
 6  5  7  6
 7  5  5  9
 7  8  6  5
11 12 11  6
11 11 12  6
10 11  7  9
 6  5  9  9
 6  5 12  8
 9  7 10 11
 7 11 11 12
 5 12 11  5
10  6  5  6
 9 12  9  8
 8  8 10  7
 7  9  6  7
 5 10 11  5
 6 12 10 11
11 10  8 11
 8  9  6  5
12  6 11 10
 7  8  8  8
 9  8  6 10
12  9  9 12
11  8 10 12
 9  8  5  5
 8  7 12  8
 7 10  8  9
 9 10  6 12
