 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  4  4  0
 0  2  4  0
 0  1  2  0
 0  1  9  3
 0  3  9  4
 0  1  8  1
 0  2 11  3
 0  2 10  2
 0  3  7  1
 0  1 10  2
 0  3  6  2
 0  3 11  2
 0  2  7  2
 0  3  8  1
 0  2 11  4
 0  4  5  3
 0  4  7  4
 0  4 11  2
 0  2  6  4
 0  3  6  3
 0  1  7  1
 0  1 12  3
 0  1 10  4
 0  4  6  1
 0  2  5  1
 0  4  9  3
 0  3  5  3
 9  5 12 10
 9  6 12  9
12 11 12 10
 9  5  9  8
 7 10 12  5
11  7  9  8
 9 10  6 10
10  5  8  8
12  8 11  6
 8  8 10  9
 7  5 12 11
 8  6 10  5
 7  5 11  9
12  8 10 11
 8  7  6  5
 7  6  5  7
10 12  7  8
 5  5  6  6
10  6 10  7
12 12  7  8
10  6  5  5
 7 11 10  8
12  8  9  5
12  6 11 12
11  5  7  6
 7  8  8  9
12  7 11  6
 9  7  8  5
11  9  9 12
 7  9 12 11
 8 10  8  7
 6  9 11  6
 9  8 11  5
11 12  6  6
 6  9 11 12
10  9  7 10
