 8          puzzle size (rows and columns)
 4   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  2  4  0
 0  4  1  0
 0  3  1  0
 0  4  5  3
 0  4  9  4
 0  2  6  4
 0  2 11  2
 0  4  7  3
 0  2  8  1
 0  3  7  2
 0  3 12  4
 0  1  5  2
 0  1  5  3
 0  3 12  2
 0  2  9  1
 0  4  8  4
 0  2  5  2
 0  2  7  1
 0  1 12  2
 0  4 11  3
 0  1  6  3
 0  3  7  3
 0  4  9  1
 0  1  8  2
 0  3  7  4
 0  3  8  1
 0  1  9  4
 8  8 11 10
 5  6  5  9
 6  9  5 12
 5  6 11  7
 6  5  8 11
 5  7  6  6
 7  7  6 12
12 11  7 10
 9  7 10 11
10 12 10 10
 5 11  9  7
 5  6  8  6
 8  5  5  6
 9  9 10  8
10  6  6 10
 9  8  6  5
12  6  7 11
11  9  7  9
11 11  5  7
 6 11  8 10
12  7  5  8
 6 12  9 12
10 12  9  8
 5 12  8  7
11 10  9 12
11 10  8 11
10  7 12  8
12 10 11 12
 5 10  6  7
 8  8 12  7
11  9 10  9
 9 10 10  9
 5  8 11  7
10  9 11  6
 8 12  9  6
 6  7 12  8
