 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  1  1  0
 0  1  2  0
 0  2  1  0
 0  1  8  2
 0  2  4  2
 0  2  3  1
 0  2  9  2
 0  2  4  1
 0  1  5  2
 0  1  4  1
 0  2 10  1
 0  1  3  1
 0  1  3  2
 0  1 10  2
 0  2 10  2
 0  1  6  2
 0  1  6  1
 0  2  5  2
 0  2  7  1
 0  2  7  2
 0  1  7  1
 0  1  8  1
 0  2  3  2
 0  1  5  1
 0  2  8  1
 0  1  4  2
 0  2  5  1
 5  8  9  8
10  9  4  3
 7  5  6  8
 4  8  6  7
 6  6  7  8
 4  5 10  9
10  4  4  8
 7  4  3  6
 5  6 10  9
 9  6  8  7
10  5  9  7
 7  7  9  7
 3  7  3  4
 9 10  3  5
 7  7 10 10
 8  6  5  9
 3  4  5  3
 9  8  6  6
 6  9  5  5
 4 10  7  5
 9  6  3 10
 6  4  3  4
 5  8  8  6
 3  4  6  7
 8  3  9  6
10  7  7  5
 3 10  8  5
 9  6  4  8
 4  7  9  6
 3  5 10 10
 6  7  5  5
 9  3  5  8
10  4  3  7
 4  8  9  4
 3  6  9  4
10  9 10  8
