 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  2  1  0
 0  1  1  0
 0  1  2  0
 0  1  6  1
 0  2  5  1
 0  1 10  2
 0  1  3  1
 0  1  9  2
 0  1  7  2
 0  2  7  1
 0  2 10  1
 0  1  9  1
 0  1  8  2
 0  1  6  2
 0  2  6  1
 0  1  4  1
 0  2  8  1
 0  2  3  2
 0  1  8  1
 0  2  5  2
 0  2  3  1
 0  2  8  2
 0  1 10  1
 0  2 10  2
 0  2  9  2
 0  2  4  2
 0  1  3  2
 4  8  7  5
10  6  6 10
 4  7  8  6
 7  6  9 10
 6  5  7  8
 9  7  3 10
 8  8  7  3
 5  4  7  9
 7  4  6  6
 8  9  4  4
10  6 10  7
10  9  7  6
 3  7  9  8
 7  5  3  9
 5  9  3  5
10  4  5  4
 7  8  7  5
 9  4  3 10
 4  3  6  9
 3  6 10  9
 6  9  8  5
 9  5  3  4
 8  9  4  5
 3  5  4  7
 4  3  3  9
 4  3  5  4
 7  4 10  4
 3  5  8  7
 7  5 10  6
 6 10  7  8
 8  9  5  5
 7 10  8  4
 5  8  6  6
 3  6 10  8
 6 10  5  3
 5  6  4  9
