 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  2  1  0
 0  2  2  0
 0  1  1  0
 0  1  6  2
 0  1  7  2
 0  1 10  2
 0  1  9  2
 0  2  4  1
 0  1  3  2
 0  1  5  2
 0  2  5  2
 0  1  8  1
 0  2  6  1
 0  1 10  1
 0  2  7  1
 0  1  4  2
 0  2 10  2
 0  1  3  1
 0  2  8  1
 0  2 10  1
 0  2  6  2
 0  2  9  2
 0  2  4  2
 0  2  3  1
 0  1  7  1
 0  1  4  1
 0  2  5  1
 7  6  8  7
 4  6 10  8
 3  9 10  8
10  8  3  7
 9  7  7  8
 6  7  8  6
 3  4  6  9
 6  9  5  6
 9  7  7  9
10  5  3  5
 5  8  4  6
 3  4  4  7
 5  9  6  4
10  6  4  4
 5  8 10 10
 3  9  8 10
 8  3  7  3
 6  6  5  5
 7  5  8  6
 5 10  3 10
 4  5  3  9
 4  7  8  9
 4  3  6  7
 4  3  9  4
 8  3  9  7
 4  7  5  7
 8  7  4  5
 5 10  9  5
 6 10  5  3
 8  6  4 10
 9  6  9  4
 8 10  4  5
 5  6 10  7
 9 10  3  9
 3  7  5  6
 9  8  8  3
