 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  2  2  0
 0  1  1  0
 0  2  1  0
 0  1  7  1
 0  1  3  2
 0  1  4  2
 0  1  5  1
 0  2 10  2
 0  2  3  1
 0  1  9  2
 0  2  4  1
 0  2  8  1
 0  1  6  2
 0  1  8  2
 0  2  7  1
 0  2  6  1
 0  1  4  1
 0  2  5  2
 0  2  9  1
 0  2  7  2
 0  2  8  2
 0  2  5  1
 0  1 10  2
 0  1  9  1
 0  2  6  2
 0  1  6  1
 0  1  5  2
 8  8  9  7
 8  5  4  7
 8  7  4  4
 3  4  5  3
 9  4  7 10
10  9  7  4
 5  4  4 10
 4  8 10  7
 3  7  8  5
 4  4  8  3
 5 10  3  9
 6  5  9  3
 5  6  3  8
 9  5 10  6
 7  8  8  6
 6  5  4 10
 7  6  9  5
10  9  6  6
 3  4  5  9
 4  7  5  7
10  9  6  7
 6  7 10  3
 3  4 10  4
 8  8 10 10
 6  7  9  6
 9  3  3  5
 5 10  7  9
 8  9  8  7
 4 10  6  6
 7  6  5  6
 9  3 10  3
10  3  6  4
 3  3  3  8
 5 10  9  5
 9  6  8  4
 7  7  5  8
