 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  1  2  0
 0  2  1  0
 0  1  1  0
 0  1 10  1
 0  2  3  1
 0  1  6  1
 0  2 10  1
 0  1  5  2
 0  1  3  2
 0  2  6  1
 0  1 10  2
 0  1  3  1
 0  2  5  2
 0  1  8  1
 0  1  7  2
 0  2 10  2
 0  2  9  1
 0  2  4  1
 0  1  9  2
 0  2  8  1
 0  1  6  2
 0  1  9  1
 0  2  3  2
 0  2  8  2
 0  2  9  2
 0  1  7  1
 0  2  4  2
 5  6  7 10
 9  4  9 10
10  8 10  4
 6  8  4  4
 8  7  5  5
 9 10  7  6
 5  8  9  4
 5  5  5  4
 7  3  9  3
 4  3 10  9
 7  7  9  8
 4  9  3  7
 6  9  4  8
 5  4  4  3
 5  6  8  6
 3  8  9  7
 9  7  9  5
 3  6  5  8
10  6  5  7
 9  4  6  4
 5  7  4  7
10  7  6  8
10  5 10  7
 4  5  8  4
10  7 10  6
10  8  7  4
 3  9  5  9
 6  3  6  8
 6  7  3  3
 7  9 10  7
 6 10  5  7
 6  4  3  3
 3  8  6  5
 5  8  6  8
10  4  3  8
 4  6  5  3
