 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  2  2  0
 0  1  2  0
 0  1  1  0
 0  2  4  1
 0  1  5  1
 0  2  7  2
 0  2  8  1
 0  1  5  2
 0  2  8  2
 0  1  8  2
 0  1  7  1
 0  1  4  2
 0  1  3  1
 0  2  7  1
 0  1  7  2
 0  1 10  2
 0  1  9  1
 0  2  9  1
 0  2  5  2
 0  2 10  2
 0  2  3  1
 0  1  4  1
 0  2  6  2
 0  1  3  2
 0  2 10  1
 0  2  9  2
 0  1 10  1
 9  6  6  8
 5  5  8  4
 4  4  9  7
 5  5  9  3
 9  6  7  3
 8  4 10  4
 4  5  9  6
 5  8 10 10
 5  6  7  8
 8  9  5  5
 3 10  5  5
 8  6  9  6
 7  3  8  3
 8  8 10  7
 6  7  7  9
 6  7  6  3
10  6  8  4
 4  7  5  6
 4 10  3  7
 9 10  4  5
10  3  4  4
 7  3 10  5
 5  3  7  9
 5  4  6  3
 7  3  5  3
 9  4  3  7
 7  6  8  8
10  9  4  3
 7  8  5 10
10  7 10  8
 4  3  5  8
 3  8  9  6
 6  4 10  6
 9  9  6  6
 6 10  9  9
 7  4  6  4
