 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  2  1  0
 0  1  1  0
 0  1  2  0
 0  2  3  2
 0  1  8  1
 0  1  3  2
 0  2  4  1
 0  2  3  1
 0  2  4  2
 0  2 10  1
 0  2  6  2
 0  1  5  1
 0  1  9  1
 0  2  8  1
 0  1  8  2
 0  2  7  2
 0  1  6  1
 0  1  7  2
 0  1  4  2
 0  1  9  2
 0  1 10  1
 0  2  5  1
 0  1  4  1
 0  1 10  2
 0  2  6  1
 0  2  9  2
 0  2  5  2
10  4  7  6
 5  6  7  3
 3  3  8 10
 8 10  3  6
 5  5  4  6
 3  5  4  4
 7  9  3  7
10 10  8  4
 7  4  6  5
 4  9  5  4
 4  5  6 10
 5  8  7  9
 7  9  6 10
 6  8  8 10
 3  8  7  7
 9  6  7  9
 4  9  7  4
 7  8  3  3
 5  3  3 10
10  4  6  3
 6  9  6  5
 8  6  4  9
 9  6  4  6
 8  3  9  4
 4  8 10  5
 7  4  9 10
 8  7  5  8
 5  5  7  9
 6 10 10  7
 3  9  5  8
 6  7  8  5
10  9  7  9
 3 10  6  8
 7  3  3  9
 7 10  8  5
 4  5  5  6
