 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  1  2  0
 0  2  1  0
 0  1  1  0
 0  2  9  1
 0  2  8  2
 0  1  6  2
 0  2  6  1
 0  1 10  2
 0  1  9  2
 0  1  7  2
 0  1  4  1
 0  1  8  2
 0  1  5  1
 0  2  8  1
 0  1  7  1
 0  2  5  1
 0  2  4  2
 0  2  4  1
 0  1  9  1
 0  1  3  1
 0  2  6  2
 0  1  8  1
 0  2  5  2
 0  2  7  2
 0  2  7  1
 0  1  4  2
 0  2  3  2
 6  5  3  9
 4 10  8  6
 9  7  3  4
 7  5  6  5
 9  4  4  5
 8  7  7  3
 3  5  8  7
 8  3  4  4
10 10  5  4
10  7  7  8
10  8  9  3
10  7  6  9
 8  6  9  9
 3  9  6  7
 4  3 10  9
 7  6  5  3
 7  5  6  6
 5  4 10  5
 4  3 10  5
 9  9  3  9
 5  6  3  6
 6  8 10 10
 4  9  8  3
 9  9  7  7
 6  8  8 10
 8  3 10  4
 4  4  7  5
 3  5  4 10
 6 10  5  5
 7 10  6  7
10  6  7  8
 6  3  5  4
 5 10  9  8
 8  8  9 10
 6  3  7  6
 5  4  4  3
