 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  2  1  0
 0  2  2  0
 0  1  1  0
 0  1  8  2
 0  2  6  1
 0  2  4  2
 0  1  7  1
 0  2  3  1
 0  2  3  2
 0  1  9  1
 0  2 10  2
 0  1  4  2
 0  1  7  2
 0  2  5  2
 0  1  9  2
 0  2  9  1
 0  1  3  1
 0  1  6  2
 0  2  8  1
 0  2  6  2
 0  2  5  1
 0  1  5  1
 0  1  6  1
 0  1  3  2
 0  1  4  1
 0  2 10  1
 0  2  8  2
 8 10  6  7
10 10  5  3
 3  8  4  7
 9  7  8  8
 8  7  3  4
 8  4  9  8
 6  3  4  4
 3  5  6  4
 4 10  5  5
 6  5  6  3
 5  6 10  4
 8  8  7 10
10  4  9  5
 6  5  5  9
10  7 10  9
 9  9  9  6
 3  9  7  9
 4  4 10  4
 8  9  6  6
 4  4  5  6
 8  5  8  7
10  7  3  7
 5  3  7  8
 3  9  4  5
 5  3  3  4
 7  4  5  6
 4  7  3 10
 7  7  9  3
10 10  7  3
 9  4  9  6
 8  6  8  7
 9  3  6 10
 9  5 10  7
 7  6  8  6
 5  6 10  5
10  7  8  5
