 8          puzzle size (rows and columns)
 2   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  1  1  0
 0  2  2  0
 0  1  2  0
 0  2  9  2
 0  1  9  2
 0  1  8  1
 0  1  6  1
 0  2  7  1
 0  2  5  1
 0  1 10  1
 0  2  4  2
 0  1  6  2
 0  2  6  2
 0  1 10  2
 0  1  7  2
 0  2  3  2
 0  1  8  2
 0  1  4  1
 0  1  7  1
 0  2  3  1
 0  2  4  1
 0  2  8  2
 0  2  6  1
 0  2 10  2
 0  1  5  2
 0  2  8  1
 0  1  5  1
 8  7  3  9
10  5  3  7
 9  7  9  5
 3  3  6  5
 3  3  7  7
10  8  4  7
 8  6  8  4
 5  6  9  9
 5  4  4  6
 6  6  6 10
 9  9  7  3
10  4  4 10
10  9  9  4
 9 10  5  4
 4  3  5  6
 4  5  5  6
 3  4  6  3
 6  7 10  8
 8 10 10  3
 6  3  8  5
 7  5  4  7
 8  8  9  4
10  6  8 10
 7  9  3  5
 4  7  5  7
 3  5 10  8
 9  8  5  9
 6  4  7  5
 7  9  6  8
 7  6 10  5
 6  7  4  9
 5  9  6  3
 5 10  9  8
 8 10 10  8
 4  3  7  4
 4  7  3  3
