 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  1  0
 0  4  3  0
 0  2  1  0
 0  3  6  1
 0  1  9  2
 0  1  6  1
 0  4  6  3
 0  4  9  4
 0  4  8  3
 0  3  6  4
 0  1  8  2
 0  2 10  4
 0  3  8  1
 0  1  7  4
 0  4  7  4
 0  3  5  2
 0  2  7  3
 0  1  6  2
 0  2  9  2
 6  8  5  6
10  7  7 10
 7  6  6 10
 6  9  9  8
 5  8 10  7
 9 10  5  8
 5  6 10  7
 7  9  9  6
 8  8  5  5
 9  5  5  7
 9  8  8  9
 5  7  9 10
 5  7  8  6
 9 10  6  5
 8 10  9  7
 7 10  8 10
