 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  1  0
 0  4  2  0
 0  3  2  0
 0  1  3  0
 0  2 10  3
 0  1  5  4
 0  4  7  4
 0  3 10  3
 0  1  6  2
 0  3  6  1
 0  2  5  2
 0  3  8  3
 0  4 10  1
 0  2  5  3
 0  4  7  2
 0  2  9  1
 0  3  5  4
 0  2 10  4
 0  1  8  4
 0  4  8  1
 6  8  9  9
 9  8  9  7
 5  7  7  6
 5  9  7 10
 9  6  6  6
 7 10  7  5
 9  6  8  8
 6  6  5  6
 7  6 10  8
 7  7  5  7
 8  9  7  8
 9  8  5  5
 7  8  9  6
10  8  9  9
10 10  9  8
10  5  6 10
