 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  2  4  0
 0  4  2  0
 0  1  3  0
 0  4  6  4
 0  2  8  1
 0  3  9  3
 0  3 10  2
 0  4  6  2
 0  3  9  2
 0  1  8  1
 0  1  9  1
 0  2  8  3
 0  4  9  1
 0  2  5  3
 0  2  9  4
 0  3  6  4
 0  1  5  4
 0  3  7  3
 0  4  8  1
 7  5  5 10
 8  9 10  8
 6  9  7  6
10  5 10  9
 5 10  6  6
 9  7 10 10
 7  6  6  7
 8  9  7  5
 7  9 10  8
 8  8  8  7
 5  5  5  9
 6 10  8  6
10  8  7  5
 6  6  7  8
 7  7  9  5
10  6  9  7
