 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  4  0
 0  2  4  0
 0  3  1  0
 0  2  3  0
 0  1  5  2
 0  2  6  3
 0  1  5  3
 0  4  7  3
 0  4  6  1
 0  2  8  1
 0  4  9  2
 0  3  6  4
 0  4  9  1
 0  2  5  4
 0  3  7  3
 0  1  7  2
 0  1  6  1
 0  4  7  2
 0  1 10  2
 0  3  8  4
10  6  7  9
10  9 10  6
 8  8  8  9
 8  5  6 10
 8  6  7 10
 6  6  5  5
 7  7  8  7
 7  9  9  7
10  5  8  9
 9 10  8  6
 9  7 10  5
 8  5  6  5
 5 10  9 10
 7  9  8  8
 6  7 10  9
 6  8  5  9
