 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  3  1  0
 0  4  4  0
 0  4  1  0
 0  3  8  4
 0  1  6  2
 0  2  7  4
 0  3 10  2
 0  1 10  4
 0  4  7  2
 0  2 10  2
 0  1  9  3
 0  2  5  1
 0  2  5  2
 0  4  7  3
 0  3  6  1
 0  4  8  4
 0  1  7  3
 0  1  7  1
 0  2  9  3
10  9  6  7
10  6  5 10
 6  9  8  6
 8  6 10  5
 9  6  9 10
 8  7  5  6
 5 10  5  7
 5 10  6  9
 5 10  8  8
 6  8  8  5
 9  7  8 10
 9  7  9  6
 8  8  9  7
 6  7  6  9
 8  5  9  7
 9  5  7  8
