 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  4  0
 0  4  1  0
 0  3  1  0
 0  3  4  0
 0  4  7  3
 0  1  6  3
 0  4  6  1
 0  4  8  2
 0  3  7  4
 0  1  7  2
 0  2  9  3
 0  1 10  4
 0  3  8  3
 0  3 10  1
 0  2  9  1
 0  2  6  3
 0  2  5  4
 0  1  5  2
 0  1  9  2
 0  2  5  2
 8  7  7  7
 9  7 10  9
 9  8  6  6
 8  7 10  7
 5  5  9  7
10 10  6  6
10  5 10  8
10  8  6 10
 7  7  8  5
 9  6  5  7
 8  6  5  5
 6  7  8  9
 6  9 10  5
 9  9  9  8
 9  8  8  6
 8 10  6  5
