 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  3  0
 0  1  3  0
 0  4  4  0
 0  3  1  0
 0  1  8  4
 0  1 10  3
 0  2  8  2
 0  4  9  1
 0  2  7  4
 0  1  7  4
 0  2  9  4
 0  3  8  2
 0  2  6  2
 0  3  9  2
 0  3  5  1
 0  4  7  3
 0  2  5  3
 0  3 10  1
 0  1  7  1
 0  4  8  2
 5  6 10  8
10  5  8  6
10  7  5 10
 8  6  6 10
 9  5  6  7
 5  8  7  6
 7  8  9  6
10  7  9  6
 5  7  8  7
 8  6  9  9
 6  9  8  8
 9 10  7  7
10  5 10  7
 6 10  8  9
 9  6  6  5
 9  9  5  5
