 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  2  4  0
 0  2  2  0
 0  2  3  0
 0  4 10  2
 0  3  9  4
 0  3  8  2
 0  4  6  4
 0  1  5  1
 0  4 10  1
 0  3  6  2
 0  4  5  3
 0  1  7  2
 0  2  9  4
 0  1  8  1
 0  1  8  3
 0  3  5  3
 0  1  6  1
 0  4 10  4
 0  3  7  3
 5 10  8  5
 6  5  5  7
 6  7  7  8
 9  8  7 10
 7  5  6  9
 6  5  7  9
 8  9  8  6
10  9  9  7
 9  8  6  9
 7 10  6  8
 7  6  8  5
 7  9  6  6
 8  5  7 10
10  8  9  9
 9 10  5 10
 6  7  8 10
