 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  4  3  0
 0  4  4  0
 0  2  3  0
 0  2  7  1
 0  3 10  4
 0  4 10  2
 0  1  7  4
 0  4  8  2
 0  1  9  1
 0  1  6  3
 0  1  9  4
 0  2  6  3
 0  2 10  3
 0  3  9  1
 0  1  9  2
 0  3  8  1
 0  3  6  1
 0  2  8  2
 0  3  8  4
 8  5 10  8
 5  7  6  6
 9 10  8  5
 6  9  9 10
10  5  7  5
 6  7  7  5
 6 10  8 10
 8  9  6  5
 8  5  8  6
 6  9  6  7
 8  7  9  7
10  5  5  8
 7  6 10  5
 7  9  6  9
10  7  7  7
 9  5  8  9
