 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  4  0
 0  2  3  0
 0  4  2  0
 0  1  2  0
 0  3 10  3
 0  1  7  1
 0  3  9  4
 0  1  5  1
 0  3  6  4
 0  2  7  3
 0  4  8  1
 0  4 10  1
 0  2  5  3
 0  4 10  3
 0  2  8  1
 0  2  9  2
 0  4  5  2
 0  1 10  2
 0  3 10  4
 0  1  5  4
 5  7  7  9
 6  9 10  7
10  8  9  6
 8 10  7  9
 7 10  6  8
 6  5  8  6
10  6  5  7
 6  9  8  5
 8  7  9  7
 5  7  9 10
 5  6  6  9
 5  6  8  8
 9  8  5  7
 9  9  6  9
 8 10  6  8
 6  7  8  7
