 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  1  4  0
 0  3  2  0
 0  3  3  0
 0  1  7  4
 0  3  5  3
 0  4  8  4
 0  4  9  3
 0  1  8  4
 0  1  9  2
 0  2  5  1
 0  2  8  1
 0  1 10  2
 0  4  6  1
 0  2  8  3
 0  3  7  1
 0  3  6  3
 0  4  8  2
 0  2  7  1
 0  2  7  4
 8  6  7  6
10  7  7 10
 9  9  9  5
 6 10  7  9
 5  8 10  7
 9  9 10  6
10  8  7  6
 7  9 10  6
 7  8  5  5
 5  8  8 10
 6 10  8  9
 5  5  6  7
 6  5 10  9
10  6  6  7
 8  5  9  8
 9  6  5  9
