 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  4  4  0
 0  1  1  0
 0  4  3  0
 0  3  6  2
 0  2  9  1
 0  4  7  1
 0  3  9  2
 0  2 10  4
 0  3  7  3
 0  2  5  1
 0  1 10  4
 0  3 10  2
 0  1  8  1
 0  1  8  3
 0  4  8  4
 0  3  9  3
 0  4 10  3
 0  1  7  2
 0  2  7  2
10 10  9  9
 5  5 10  5
10  5  6  8
 9  7  9  5
 8  6  7  6
10  5  8  6
10  9  5  7
 7  5  6  6
 6  8 10  8
 8  6  6  9
 6  7 10  5
 5  6  8  7
 9  9  9  5
 7  7  7  6
 9  9  8  7
 6  8  8  8
