 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  2  1  0
 0  3  1  0
 0  3  4  0
 0  1  8  2
 0  1  7  3
 0  3  8  2
 0  4  6  4
 0  4  5  1
 0  2  8  3
 0  4  7  4
 0  1 10  1
 0  4  5  2
 0  2  7  3
 0  1  8  3
 0  1  7  4
 0  2 10  3
 0  3  9  2
 0  3  7  2
 0  4  8  1
 7  6  8 10
 9  5 10  6
 7  6  8  5
10  9  7  6
 9  8  9  5
 5  8  9 10
 9  6 10  6
 6  6  5  8
 6  9  9  6
 7  5  6  8
10  7  7  9
 9 10 10  8
 9 10  7  6
 8  5  9 10
 5  5  9  5
 7  6  7  8
