 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  3  1  0
 0  4  4  0
 0  2  3  0
 0  4  7  3
 0  1  5  2
 0  4  5  3
 0  1  9  1
 0  2  8  1
 0  4  6  4
 0  1  9  4
 0  1  7  4
 0  2 10  1
 0  1  5  3
 0  4 10  2
 0  3 10  2
 0  3  6  2
 0  2  6  2
 0  3  9  3
 0  3  8  4
 5 10  8  8
 9  8  6  7
 8 10  9 10
 7  7  6  8
 6  5  8 10
 6  8  5  6
 7  6  7  5
 8  5  9  6
 7 10  8  5
 8 10  7  5
 7  8 10 10
 9  6  9  9
 9  5  7  7
 9  9  5  9
10  6  9  8
 7  7  6  6
