 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  4  4  0
 0  1  2  0
 0  4  3  0
 0  2  6  3
 0  3  8  4
 0  1  8  1
 0  3  9  3
 0  2  7  3
 0  4  6  1
 0  2 10  1
 0  3  8  2
 0  4  9  2
 0  3  9  2
 0  1  7  4
 0  3  8  1
 0  4 10  2
 0  2  6  4
 0  2 10  3
 0  1  7  1
 8  9  8  6
 5  5  7  5
 9 10  5  6
 7  8  9 10
 7  8  9  7
 5  5  5  8
 8  6  7  6
 7  8 10  9
 9  9  9  5
10  9  7  7
 5  6  7 10
 6  7  8  8
10  6  5  6
 9 10  8 10
 9  6 10  5
 7  5  6  6
