 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  3  4  0
 0  2  3  0
 0  4  4  0
 0  3 10  2
 0  1 10  3
 0  1  5  1
 0  1 10  2
 0  2  7  2
 0  3  5  4
 0  3 10  1
 0  1  6  2
 0  1  7  3
 0  4  6  3
 0  2  6  2
 0  4  6  1
 0  4  8  1
 0  2  9  4
 0  4  5  3
 0  3  7  1
 8  5  6  9
 9  5  7  7
10  7  5  8
 5 10  7  7
 5  7  8  8
10  8  8  6
 6  6  9  9
 7  9  6  7
 8  9  8  8
 8  9  9 10
 9 10  6  9
 6  7  9  6
 5  9  5  7
 8  8  5  6
 9  7 10  5
10  8 10  6
