 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  4  2  0
 0  4  3  0
 0  2  1  0
 0  2 10  3
 0  4  5  1
 0  1  5  4
 0  1  7  3
 0  3  6  3
 0  2 10  1
 0  3  5  2
 0  4  9  4
 0  3 10  2
 0  3  6  4
 0  3 10  1
 0  1  7  4
 0  1  7  2
 0  4  6  1
 0  2  6  4
 0  2  9  3
10  6  6  5
10  9  6  9
 8  8  7  6
 8 10  6  5
 6  5  9  7
 8  7  6  5
 9  8 10  5
 8  5  9 10
 7 10  8  6
 6  7  7  8
 9  9  9  7
 7  9  8  9
10  5  8  9
 7  5  8  6
 8  7  8  8
 7 10  5  9
