 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  3  4  0
 0  1  2  0
 0  1  4  0
 0  3  7  4
 0  2  9  1
 0  3  8  2
 0  1  6  4
 0  4  5  3
 0  2  6  3
 0  4  7  2
 0  2  5  3
 0  4  9  4
 0  1 10  1
 0  2 10  3
 0  1  8  2
 0  3  8  1
 0  3  9  1
 0  2  5  1
 0  4  9  3
 6  6  8  8
 5 10  7  9
 5  8  9  5
 6 10 10  9
 8  7  6 10
 7  9  6  6
 6  7 10  7
10  5  5  8
 8  7  6  8
 7  5  5 10
 8  8  6  5
10 10  8  9
10  9  7  9
 7  7  7  9
 6  9  8  7
 6  9  5  6
