 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  4  3  0
 0  2  1  0
 0  2  4  0
 0  2  5  3
 0  1  6  1
 0  3  8  1
 0  3  9  3
 0  1  6  4
 0  2  6  3
 0  3  7  4
 0  4  6  2
 0  4  5  2
 0  2 10  2
 0  4  8  2
 0  3 10  1
 0  4  8  1
 0  1  9  2
 0  1  8  3
 0  3 10  4
 5  6  9  5
 6  6  8  7
10  9  7 10
 8  9  9  6
 8  8  8  5
 5  7  9  6
 7 10  9  7
 6  7  5  7
 8  6  5  9
 8 10  6  7
 9  7  5 10
 9  8  7  9
 9  5 10  8
 6  5  5 10
 7  7 10 10
 9  7  6  8
