 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  2  4  0
 0  1  1  0
 0  1  4  0
 0  3  5  2
 0  4  8  4
 0  4  8  2
 0  2  8  1
 0  1  9  3
 0  2  7  3
 0  2  7  2
 0  3  7  1
 0  4  5  3
 0  4  8  3
 0  3  6  4
 0  2  5  1
 0  1  7  4
 0  1  6  3
 0  3  5  1
 0  4  6  2
10  7  9  6
 8  6  5 10
 7 10  6  7
 9  9  7  7
 8  8  6  6
 5  6 10  9
10  5  9  9
10  7 10 10
 9 10  7  9
 6 10  8  5
 7  9  8  8
 5  6  5 10
 8  7  6  5
 8  7 10  8
 9  9  9  8
 9  6  5  6
