 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  2  2  0
 0  4  3  0
 0  4  2  0
 0  2  9  2
 0  3  8  3
 0  1  7  3
 0  1  5  2
 0  4  6  1
 0  2  7  1
 0  4  7  2
 0  3  6  4
 0  2  8  1
 0  3  6  1
 0  3  5  4
 0  4  5  3
 0  1  7  4
 0  1  5  1
 0  2  7  3
 0  3  8  4
10  5  8  7
 8  7  8 10
 8  6  8  8
 7 10  6  6
 5  9  6 10
 9  6  6  7
 8  5 10 10
 9  7  9  9
 5 10  8  9
 8  9  5  6
 5 10  9 10
 6  9  9  7
 9 10  7 10
 6  8  5  9
 6 10  8  7
 6  7  9  5
