 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  1  0
 0  4  1  0
 0  3  4  0
 0  1  2  0
 0  2  6  1
 0  1  5  1
 0  3 10  4
 0  1  9  2
 0  2  5  2
 0  2  6  3
 0  4  9  3
 0  3  7  4
 0  4  6  4
 0  3  5  1
 0  2 10  3
 0  3  6  2
 0  4  7  3
 0  1  9  3
 0  2  5  4
 0  4  6  2
10  9  7  7
 9 10 10 10
 7  5  8  9
 9  5  7  7
 8  7  8  6
 8  6  5  6
 5  9  9  9
 5 10  9 10
 7  6  7  8
 8  8  7 10
 6 10  8  5
 8  9  7  6
 5  8 10 10
 6  7  5  8
 9  6  8  8
 7  8  9  6
