 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  1  1  0
 0  1  3  0
 0  1  4  0
 0  2  8  1
 0  2 10  4
 0  1  8  3
 0  3  6  3
 0  3  5  2
 0  4  5  3
 0  4  6  4
 0  3  6  2
 0  2 10  1
 0  2  7  2
 0  3  8  3
 0  3  5  1
 0  4  8  1
 0  1  9  2
 0  4  9  4
 0  4 10  2
 7  6 10  8
 6  8  6  6
 6  8  7 10
 8  7  9  8
 5  9  7  8
 9  5  5  8
 6 10  6  8
 7 10  6  5
10  5  9 10
 9 10  9  7
 7  8  6  9
 9  9  5  7
10  5  9  7
 5  6  8 10
 9  7  7  5
 7  7  6  9
