 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  3  4  0
 0  3  1  0
 0  2  1  0
 0  1  7  2
 0  1  7  1
 0  1 10  2
 0  4  7  1
 0  2 10  3
 0  1  9  1
 0  4  8  4
 0  4  6  3
 0  4  7  2
 0  4 10  2
 0  2  9  3
 0  3  6  4
 0  2  6  3
 0  1  9  2
 0  3  9  4
 0  2  9  4
10  6 10  8
 9  8  8  8
 6  5 10  5
 8  5  7  5
 7  8 10  9
 9  8  7  9
 7  9  9  7
 6  6  9  5
 7  5  6  9
 8  7  8  8
10  7  5  7
 5  9  6  5
10  6  8  5
 6  5  6 10
10  8  6  8
 7  5 10  6
