 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  4  0
 0  1  1  0
 0  4  3  0
 0  3  3  0
 0  2  6  1
 0  4  7  1
 0  3 10  3
 0  2  6  2
 0  2  8  1
 0  4  5  2
 0  1  5  4
 0  4  9  4
 0  1  7  3
 0  1  6  4
 0  3  7  2
 0  3  5  4
 0  3  8  1
 0  4 10  3
 0  1 10  2
 0  2  7  2
 7  6 10  9
 8  9  7  5
 7 10  9  7
 6  9  5  5
 9  9  8  9
 9  7  8  9
10 10  6  8
 8  8  8 10
 7  7  6 10
 6  6  7 10
10  5  6  6
 8  6  5  8
 6  5  8  5
 5  8  9  8
 5  9 10  7
 6  9  7  9
