 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  3  0
 0  2  2  0
 0  1  3  0
 0  4  1  0
 0  4  9  2
 0  3  9  3
 0  4  9  1
 0  3  8  2
 0  1  6  4
 0  2  9  2
 0  1  8  3
 0  1 10  4
 0  3 10  4
 0  1 10  1
 0  4  8  1
 0  3  7  2
 0  2  7  4
 0  2  7  1
 0  2 10  3
 0  3  6  4
 6  8  7  6
 7  9 10 10
 9  5  6  7
 8  8  8  5
 8  5 10  6
 6  6  9  6
 6 10  8  5
 9  5  8  5
 9  6  7  7
 9  5  8  7
10  6  5  5
 8  7  6  5
10  7  6  7
 7  5  9  9
 9  7  9 10
 5 10  8  8
